# {"t_start": 1546767752.8316886, "env_id": "Pap-v0"} 
r,l,t
52.022966,100,163.668755
53.824708,100,163.767684
51.477693,100,163.865617
52.968187,100,163.965547
55.13773,100,164.063478
53.131045,100,164.15941
54.391467,100,164.256341
54.622813,100,164.353274
54.426728,100,164.451206
52.191911,100,164.548137
54.112304,100,164.645066
53.792372,100,164.740999
54.010755,100,166.240944
54.48005,100,166.339875
53.431007,100,166.435807
54.164081,100,166.532739
54.386697,100,166.62867
53.838871,100,166.725604
54.943792,100,166.822535
52.647431,100,166.920465
54.905011,100,167.018397
54.318467,100,167.116332
52.273136,100,167.21426
52.025541,100,167.311191
54.567596,100,167.40912
54.087955,100,167.506053
52.811517,100,167.604985
55.953979,100,167.701915
53.106764,100,167.802843
54.454595,100,167.90378
53.012139,100,168.003703
54.079403,100,168.102634
53.842763,100,169.626561
52.722137,100,169.728489
55.222685,100,169.830418
52.936382,100,169.929348
53.062653,100,170.02729
52.639121,100,170.12421
54.022068,100,170.222142
52.281329,100,170.319074
56.10429,100,170.418003
54.238292,100,170.518932
53.909479,100,170.616863
52.891511,100,170.713796
56.214681,100,170.812726
53.448649,100,170.910658
53.364167,100,171.008588
53.687503,100,171.10552
55.276386,100,171.202451
54.674683,100,171.302381
54.257365,100,171.399313
55.520585,100,171.496245
53.289961,100,171.593176
54.20305,100,173.101114
53.847634,100,173.199045
54.400018,100,173.296978
52.953543,100,173.393909
53.460099,100,173.49084
53.047634,100,173.588772
53.844723,100,173.685704
54.861779,100,173.783635
53.949498,100,173.881564
53.706137,100,173.978497
52.150126,100,174.07543
54.511151,100,174.17236
52.961454,100,174.268293
54.889799,100,174.366224
54.879458,100,174.462157
55.896725,100,174.560088
55.643939,100,174.657019
52.979792,100,174.753951
54.927992,100,174.850883
55.115364,100,174.948815
55.694835,100,176.456753
54.496675,100,176.556682
54.820928,100,176.655613
53.795728,100,176.754545
53.043638,100,176.852474
52.772373,100,176.951406
54.387924,100,177.049336
56.300271,100,177.148267
53.896392,100,177.245199
52.2945,100,177.342129
53.623992,100,177.439064
54.410963,100,177.535994
55.01417,100,177.633924
54.175715,100,177.731856
54.306198,100,177.830787
54.932377,100,177.931714
55.245416,100,178.028646
54.647713,100,178.125579
56.121372,100,178.224508
55.658387,100,178.32144
55.015672,100,179.862356
56.149212,100,179.965283
