approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
1.4727571e-05,0.0,100.0,77.4554167,0.0036975741386413574,562,1,0.15677261,8.4985746e-05,2048,3.641437292098999,2048,41.19281
1.85571e-05,0.0,100.0,77.53013369,0.0035794973373413086,564,10,0.121205665,-0.0002611292,20480,35.45305347442627,20480,43.771435
4.5110373e-05,0.00036621094,100.0,77.70975354999999,0.003316819667816162,573,20,0.08223991,-0.0003682761,40960,71.31281018257141,40960,48.069324
6.618472e-05,0.0012207031,100.0,77.71261744,0.0020022988319396973,564,30,0.09461276,-0.00050450553,61440,108.10191345214844,61440,51.7853
4.0105515e-05,0.00036621094,100.0,77.63936466999999,0.002441585063934326,574,40,0.12603192,-0.00018120871,81920,143.9536747932434,81920,51.985653
4.8907918e-05,0.00012207031,100.0,77.50837519,0.0032680630683898926,593,50,0.14358766,-0.00020144306,102400,178.57541608810425,102400,51.514732
1.6843771e-05,0.00012207031,100.0,77.42166003,0.003457486629486084,593,60,0.14648603,-6.5606975e-05,122880,213.1300916671753,122880,49.989082
0.0002643023,0.0043945312,100.0,77.03969593,0.0037965774536132812,593,70,0.14349182,-0.0007232125,143360,247.67577409744263,143360,49.31259
2.9406043e-05,0.00024414062,100.0,77.53576831,0.003896772861480713,543,80,0.11829902,-0.0004216454,163840,282.75069665908813,163840,51.515644
2.6162124e-05,0.0,100.0,77.33086000999998,0.004136979579925537,557,90,0.13534467,-0.0002894406,184320,319.1023898124695,184320,51.55802
3.248499e-05,0.00012207031,100.0,77.34574676999999,0.004257261753082275,553,100,0.14493717,-0.0003063536,204800,356.76042342185974,204800,51.515305
9.423752e-05,0.0018310547,100.0,77.19225521999999,0.0042642951011657715,537,110,0.21491453,-0.000677889,225280,394.03538489341736,225280,49.752262
0.000105606276,0.0009765625,100.0,76.74588762,0.004384279251098633,547,120,0.27470222,-0.0010673839,245760,431.5396273136139,245760,48.655148
9.343824e-05,0.0010986328,100.0,76.88068846,0.004531145095825195,549,130,0.24047907,-0.00059386867,266240,468.5803933143616,266240,50.728443
7.1935065e-05,0.00012207031,100.0,77.17301773,0.004638254642486572,551,140,0.17231515,-0.00035480675,286720,505.6008143424988,286720,51.380283
4.2250973e-05,0.00036621094,100.0,77.29697524,0.0046419501304626465,581,150,0.16695078,-0.00042525935,307200,542.5695705413818,307200,51.051476
6.9647154e-05,0.0008544922,100.0,77.42519347,0.004480123519897461,588,160,0.1672663,-0.0006279694,327680,577.4747858047485,327680,49.722767
2.4981891e-05,0.00036621094,100.0,77.20875195999999,0.004555225372314453,587,170,0.18176429,-0.00033627145,348160,612.5148134231567,348160,48.922165
2.8437475e-05,0.00048828125,100.0,77.3592063,0.004590213298797607,584,180,0.11024739,-0.0003390765,368640,647.8889918327332,368640,51.727814
4.000027e-05,0.00061035156,100.0,77.50244098,0.00522923469543457,587,190,0.09682762,-0.0004601436,389120,682.8461151123047,389120,51.761196
2.7412123e-05,0.00012207031,100.0,77.47277095,0.004596114158630371,579,200,0.12024428,-6.886358e-05,409600,718.083803653717,409600,50.960453
2.2176373e-05,0.0,100.0,77.55381728,0.004506111145019531,521,210,0.09910396,-8.533898e-05,430080,753.8087432384491,430080,49.842014
8.579523e-06,0.0,100.0,77.51627027,0.004629731178283691,570,220,0.10599494,-9.5794705e-05,450560,790.0982854366302,450560,49.688877
0.00017435216,0.0029296875,100.0,77.43728991,0.004784286022186279,591,230,0.15592833,-0.000647795,471040,825.6278817653656,471040,51.062843
7.008244e-05,0.00048828125,100.0,76.71450485,0.005307555198669434,547,240,0.22380193,-0.00027376178,491520,861.177237033844,491520,50.80628
0.0005128968,0.010498047,100.0,76.54670345000001,0.005524754524230957,576,250,0.2917691,-0.0012753468,512000,896.6499166488647,512000,50.325703
0.00015221324,0.0012207031,100.0,76.56047596,0.0043964385986328125,548,260,0.25578573,-0.0008788295,532480,931.7135901451111,532480,48.81032
0.00017973025,0.0018310547,100.0,76.60117604000001,0.0048070549964904785,594,270,0.23048583,-0.0008212457,552960,966.6129803657532,552960,48.07465
1.769971e-05,0.00024414062,100.0,76.83236765999999,0.004553437232971191,594,280,0.17015813,-0.00014388392,573440,1001.148875951767,573440,50.816513
0.000110115136,0.0012207031,100.0,76.77133015,0.0050536394119262695,594,290,0.26754767,-0.0004019539,593920,1035.730524778366,593920,50.61843
8.547336e-05,0.00061035156,100.0,76.51585237,0.004463493824005127,593,300,0.30119762,-0.00076015847,614400,1070.27991938591,614400,50.648685
2.4826142e-05,0.00012207031,100.0,77.20077614,0.004574000835418701,593,310,0.20243555,-0.0003611242,634880,1104.8116011619568,634880,49.57721
0.00036227924,0.005493164,100.0,77.04362054,0.004633307456970215,590,320,0.22362751,-0.0011685647,655360,1139.4108703136444,655360,49.291138
3.6343918e-05,0.00024414062,100.0,77.22841929,0.0047340989112854,594,330,0.15514274,-0.00022627178,675840,1173.9347414970398,675840,50.75683
5.8404752e-05,0.0,100.0,77.3145154,0.004997193813323975,590,340,0.14448415,-0.0002786445,696320,1208.720673084259,696320,51.188503
0.00012807194,0.0009765625,100.0,77.10842909999998,0.004668295383453369,572,350,0.21698281,-0.00058578583,716800,1243.6771457195282,716800,50.999012
2.5508254e-05,0.0,100.0,76.98805698999999,0.004371702671051025,590,360,0.258006,-0.00030763407,737280,1278.2794406414032,737280,49.193527
0.00035260542,0.005126953,100.0,76.66663584000001,0.004646897315979004,591,370,0.23719889,-0.001238226,757760,1312.8125803470612,757760,48.84202
3.608767e-05,0.00036621094,100.0,77.19215957,0.0050467848777771,591,380,0.15512154,-0.00045905862,778240,1347.3787496089935,778240,51.41443
2.1331614e-05,0.0,100.0,77.10199193,0.00471186637878418,593,390,0.17405836,-0.00017260274,798720,1381.9154467582703,798720,50.894722
3.6558526e-05,0.00036621094,100.0,77.09906944000001,0.004718005657196045,592,400,0.19200136,-0.0004161977,819200,1416.4419884681702,819200,51.21467
1.7981796e-05,0.0,100.0,77.20476333999999,0.0046277642250061035,592,410,0.18169053,-0.00022693136,839680,1450.984601020813,839680,49.74843
9.202127e-06,0.0,100.0,77.38397673,0.004351973533630371,593,420,0.1001964,-4.5907043e-05,860160,1485.5094165802002,860160,49.775517
9.477437e-06,0.0,100.0,77.51924525,0.004234373569488525,595,430,0.08231976,-8.0445985e-05,880640,1520.0262808799744,880640,51.70153
2.8298105e-05,0.00024414062,100.0,77.54038109,0.0047490596771240234,572,440,0.0837289,-0.00033946804,901120,1554.8089575767517,901120,52.288624
1.958625e-05,0.00024414062,100.0,77.64856648,0.0047951340675354,592,450,0.08750703,-0.00034967248,921600,1589.3856625556946,921600,51.80529
1.0484681e-05,0.00012207031,100.0,77.57984587000001,0.004575371742248535,592,460,0.10697234,-7.045234e-05,942080,1623.943801164627,942080,50.185303
5.369373e-05,0.00048828125,100.0,77.44732658,0.004532754421234131,593,470,0.12918207,-0.00042337974,962560,1658.4441912174225,962560,49.77144
2.7339996e-05,0.00012207031,100.0,77.40730215999999,0.00486069917678833,593,480,0.16012102,-0.00021092384,983040,1693.0075120925903,983040,51.45085
