# {"t_start": 1546860889.2860224, "env_id": "OneShotGo-v0"} 
r,l,t
76.892152,100,26.328478
77.296153,100,26.431405
76.692506,100,26.545325
77.687372,100,26.646255
77.751889,100,26.745184
76.643871,100,26.846114
78.054059,100,26.947043
78.054059,100,27.047971
78.054059,100,27.1489
77.265011,100,27.24983
77.736564,100,27.354755
77.989543,100,27.468676
77.687372,100,27.567606
78.118576,100,27.667534
77.989543,100,27.768465
77.434394,100,29.320371
78.054059,100,29.418301
77.707917,100,29.526226
76.139938,100,29.626155
77.857928,100,29.726085
77.989543,100,29.826015
77.989543,100,29.928942
77.687372,100,30.03087
77.040582,100,30.131799
77.419069,100,30.233728
77.539086,100,30.334657
77.573186,100,30.439583
78.054059,100,30.545509
77.989543,100,30.647436
77.989543,100,30.748365
77.989543,100,30.850293
77.210513,100,30.951224
77.989543,100,31.052151
76.921318,100,31.152081
77.301432,100,31.253011
77.755961,100,31.356937
77.338681,100,32.970802
77.288005,100,33.078725
77.012032,100,33.185651
78.054059,100,33.293574
77.816406,100,33.397502
77.989543,100,33.506424
76.530942,100,33.608352
77.751889,100,33.71028
78.118576,100,33.814208
77.168093,100,33.914137
77.03651,100,34.017064
77.989543,100,34.118994
76.987524,100,34.22292
77.745953,100,34.324849
77.672047,100,34.428776
77.220244,100,34.537699
77.989543,100,34.638627
77.279571,100,34.737557
77.687372,100,34.838485
76.190614,100,34.939415
77.989543,100,36.549283
77.672047,100,36.65321
78.054059,100,36.758137
77.989543,100,36.858065
77.354552,100,36.957995
76.252149,100,37.059922
77.47457,100,37.16185
77.687372,100,37.264779
77.989543,100,37.368706
76.907477,100,37.488623
78.054059,100,37.590549
78.054059,100,37.692479
77.117438,100,37.793406
77.989543,100,37.891347
77.364848,100,37.990267
77.733982,100,38.090198
77.989543,100,38.191127
77.687372,100,38.292054
77.288005,100,38.393983
77.736564,100,38.501907
77.252035,100,38.603835
77.223488,100,40.184722
77.736564,100,40.285652
77.64758,100,40.386583
77.172399,100,40.490507
78.118576,100,40.590437
77.989543,100,40.692365
77.989543,100,40.799291
77.687372,100,40.903216
77.252035,100,41.006145
78.054059,100,41.109073
77.672047,100,41.212999
78.118576,100,41.316925
77.816406,100,41.420852
77.772147,100,41.536772
77.989543,100,41.643695
76.708515,100,41.745625
77.736564,100,41.852549
77.40875,100,41.958473
77.672047,100,42.061402
77.751889,100,42.167327
78.054059,100,43.767202
77.728895,100,43.873128
77.692849,100,43.978054
77.215054,100,44.077983
77.354552,100,44.175915
77.561672,100,44.276841
76.829622,100,44.377773
77.989543,100,44.485697
76.970509,100,44.591622
77.354552,100,44.693549
77.672047,100,44.794479
76.737062,100,44.893409
77.707917,100,44.994339
77.989543,100,45.094268
77.989543,100,45.192199
77.672047,100,45.29113
78.054059,100,45.38906
77.989543,100,45.494986
77.672047,100,45.592917
77.772147,100,45.692846
78.054059,100,45.792776
77.989543,100,47.344683
76.905993,100,47.450608
77.989543,100,47.554535
77.751889,100,47.658462
77.989543,100,47.76039
77.223488,100,47.863318
77.672047,100,47.964247
77.989543,100,48.069173
77.989543,100,48.169103
77.989543,100,48.270031
77.672047,100,48.369962
77.369536,100,48.477884
77.989543,100,48.577815
77.989543,100,48.678744
77.274164,100,48.779673
77.989543,100,48.880601
78.118576,100,48.984528
77.736564,100,49.090454
77.989543,100,49.191383
78.054059,100,49.296309
77.223488,100,50.852213
77.628333,100,50.95515
78.03382,100,51.054071
77.989543,100,51.155001
78.054059,100,51.253932
76.96284,100,51.355859
77.989543,100,51.464782
77.81713,100,51.566711
77.989543,100,51.670638
77.989543,100,51.776563
77.338681,100,51.884488
77.628333,100,51.986416
76.605306,100,52.086344
78.054059,100,52.187274
76.006977,100,52.288202
77.989543,100,52.389132
77.989543,100,52.499055
77.989543,100,52.599983
77.989543,100,52.703911
77.816406,100,52.806838
77.989543,100,52.911764
78.054059,100,54.483658
77.687372,100,54.586584
78.054059,100,54.688515
77.354552,100,54.790445
77.989543,100,54.893368
77.43182,100,54.995296
76.944025,100,55.098224
78.054059,100,55.200155
77.989543,100,55.30308
77.989543,100,55.405009
77.687372,100,55.519928
77.751889,100,55.624854
77.223488,100,55.726783
77.672047,100,55.832708
77.989543,100,55.935634
76.607444,100,56.038565
77.989543,100,56.139494
76.694674,100,56.24242
78.054059,100,56.344348
77.687372,100,56.450273
78.054059,100,58.040155
77.989543,100,58.144084
77.431101,100,58.247009
77.209647,100,58.350935
77.687372,100,58.45786
78.118576,100,58.561787
77.172399,100,58.662715
77.989543,100,58.762645
77.989543,100,58.865572
77.989543,100,58.9705
77.801081,100,59.072428
77.274164,100,59.178352
77.209647,100,59.28228
77.609518,100,59.386206
77.687372,100,59.51112
77.672047,100,59.618042
77.989543,100,59.720971
77.411399,100,59.826896
77.989543,100,59.949809
77.288005,100,60.051739
77.989543,100,60.154665
77.687372,100,61.739552
78.054059,100,61.843476
77.989543,100,61.946405
76.966057,100,62.049331
77.989543,100,62.15026
78.054059,100,62.253189
77.672047,100,62.357114
77.369877,100,62.468037
77.012032,100,62.57696
77.989543,100,62.679889
77.989543,100,62.781816
77.687372,100,62.883745
78.054059,100,62.990668
77.633059,100,63.094596
77.672047,100,63.197525
77.989543,100,63.299452
78.118576,100,63.403379
76.977546,100,63.519299
77.962459,100,63.620226
77.681436,100,63.723153
77.989543,100,65.298044
77.434394,100,65.400971
78.054059,100,65.509895
78.054059,100,65.609826
77.989543,100,65.709756
78.054059,100,65.814682
78.054059,100,65.91561
77.751889,100,66.01554
77.793411,100,66.117469
77.591135,100,66.219397
77.863843,100,66.320324
77.989543,100,66.420255
77.751889,100,66.526181
77.989543,100,66.628108
77.728895,100,66.727038
76.892152,100,66.824971
77.989543,100,66.9239
77.989543,100,67.023829
77.672047,100,67.125763
78.054059,100,67.227694
78.054059,100,67.329614
77.989543,100,68.902508
76.708515,100,69.005434
77.687372,100,69.107363
77.288005,100,69.21029
76.773032,100,69.309223
77.989543,100,69.40915
77.083031,100,69.516074
77.209647,100,69.616005
78.054059,100,69.716933
78.054059,100,69.82086
77.989543,100,69.924789
77.707917,100,70.026715
77.344812,100,70.128645
78.054059,100,70.231572
77.989543,100,70.335499
77.209647,100,70.440425
77.672047,100,70.552347
77.989543,100,70.653274
78.183093,100,70.756203
77.989543,100,70.859129
77.989543,100,72.429024
77.172399,100,72.532951
77.628333,100,72.631883
78.054059,100,72.73581
76.921318,100,72.837736
76.907477,100,72.939665
78.054059,100,73.040596
78.054059,100,73.144521
77.707917,100,73.24745
78.054059,100,73.347379
77.751889,100,73.453305
77.989543,100,73.55723
77.989543,100,73.658159
77.445158,100,73.759089
77.157074,100,73.861016
77.989543,100,73.962945
78.054059,100,74.063874
77.736564,100,74.163804
77.989543,100,74.266731
77.344812,100,74.36866
77.736564,100,74.489574
77.989543,100,76.047478
77.628333,100,76.149406
77.209647,100,76.255332
76.967266,100,76.358259
77.338681,100,76.464184
77.989543,100,76.565114
77.672047,100,76.66904
78.054059,100,76.76997
76.564916,100,76.871897
77.989543,100,76.972827
77.989543,100,77.074754
77.989543,100,77.176685
77.989543,100,77.278613
77.989543,100,77.379539
77.209647,100,77.496459
77.989543,100,77.599385
77.209647,100,77.705312
77.672047,100,77.806239
77.681436,100,77.911165
77.989543,100,78.013093
77.989543,100,79.610971
77.989543,100,79.714897
76.498956,100,79.82282
78.118576,100,79.926747
77.47457,100,80.028675
77.672047,100,80.130604
78.054059,100,80.235529
78.054059,100,80.343455
77.209864,100,80.453376
77.989543,100,80.557303
77.989543,100,80.66123
77.989543,100,80.763157
77.989543,100,80.86509
77.989543,100,80.967014
77.736564,100,81.068942
78.054059,100,81.17387
77.687372,100,81.276798
77.989543,100,81.383723
77.989543,100,81.492644
76.694674,100,81.59657
77.672047,100,81.6995
77.284761,100,83.286382
78.054059,100,83.396307
77.989543,100,83.514223
77.989543,100,83.617148
77.989543,100,83.723073
77.751889,100,83.828001
77.687372,100,83.931928
77.736564,100,84.035856
77.989543,100,84.137783
78.054059,100,84.24371
78.054059,100,84.347634
77.672047,100,84.456558
78.054059,100,84.560484
76.902749,100,84.664411
77.672047,100,84.766341
77.989543,100,84.869268
77.989543,100,84.975193
77.209647,100,85.079119
77.989543,100,85.18005
77.989543,100,85.280977
77.672047,100,86.862864
77.989543,100,86.965792
77.989543,100,87.06772
77.209647,100,87.172646
77.989543,100,87.282571
77.989543,100,87.385495
78.054059,100,87.494419
78.054059,100,87.597349
78.054059,100,87.699275
77.989543,100,87.802203
78.118576,100,87.90413
77.989543,100,88.008058
77.989543,100,88.112984
78.054059,100,88.215912
77.707917,100,88.31884
77.209647,100,88.450747
77.265011,100,88.556673
77.989543,100,88.6596
78.054059,100,88.761528
77.672047,100,88.863455
77.989543,100,88.965393
77.989543,100,90.693168
77.672047,100,90.801092
77.989543,100,90.909016
78.054059,100,91.025934
77.793411,100,91.132861
77.672047,100,91.236784
77.687372,100,91.344709
78.054059,100,91.460628
77.989543,100,91.580544
77.989543,100,91.735435
78.054059,100,91.929298
77.989543,100,92.08219
77.989543,100,92.207101
78.054059,100,92.311028
77.369877,100,92.418955
76.971994,100,92.529877
77.989543,100,92.631804
77.989543,100,92.735731
78.054059,100,92.838658
77.672047,100,92.940586
77.989543,100,94.521472
78.118576,100,94.628398
76.492252,100,94.733324
75.515606,100,94.83725
77.209647,100,94.94018
77.989543,100,95.044104
77.816406,100,95.147035
77.509674,100,95.253958
77.475916,100,95.357883
76.377179,100,95.468806
77.369877,100,95.569736
77.989543,100,95.669665
77.989543,100,95.772593
78.054059,100,95.877518
77.989543,100,95.979448
77.751889,100,96.084373
78.054059,100,96.185303
77.672047,100,96.289228
77.978935,100,96.390158
77.687372,100,96.501079
77.338681,100,98.168905
77.628333,100,98.280826
77.246196,100,98.387751
78.054059,100,98.514662
77.681436,100,98.625584
77.989543,100,98.737506
77.539086,100,98.839433
77.369877,100,98.945359
77.777417,100,99.050287
77.47457,100,99.154212
77.989543,100,99.259138
77.989543,100,99.364064
78.183093,100,99.491973
77.736564,100,99.598898
77.672047,100,99.705824
77.672047,100,99.807752
77.989543,100,99.91268
77.687372,100,100.014606
77.533317,100,100.119532
77.989543,100,100.227456
77.989543,100,100.331383
77.989543,100,101.998209
77.223488,100,102.100139
77.989543,100,102.206063
77.43182,100,102.31199
77.989543,100,102.413919
78.054059,100,102.523842
77.801282,100,102.62577
76.940811,100,102.730705
77.687372,100,102.832623
77.989543,100,102.935551
77.728895,100,103.038478
77.736564,100,103.1484
77.989543,100,103.255324
78.054059,100,103.359253
76.443593,100,103.473171
77.989543,100,103.577099
77.687372,100,103.679027
77.989543,100,103.781954
78.118576,100,103.883883
76.819242,100,103.986811
77.816406,100,105.556704
77.989543,100,105.658634
77.989543,100,105.761571
78.054059,100,105.865487
77.672047,100,105.972412
77.989543,100,106.077338
78.054059,100,106.178267
77.49891,100,106.28719
77.989543,100,106.394115
77.989543,100,106.499041
76.959596,100,106.618957
77.223488,100,106.721884
78.054059,100,106.829808
77.379266,100,106.933735
77.707917,100,107.037663
77.989543,100,107.143588
77.672047,100,107.246514
77.751889,100,107.347443
77.223488,100,107.457368
77.989543,100,107.560294
77.687372,100,107.666221
77.728895,100,109.243111
77.707917,100,109.354031
77.354552,100,109.49893
78.054059,100,109.607852
77.885077,100,109.708781
76.956669,100,109.809711
78.054059,100,109.913639
77.672047,100,110.019562
77.322823,100,110.122491
77.989543,100,110.227417
77.989543,100,110.330343
77.989543,100,110.435272
78.118576,100,110.57817
77.989543,100,110.682098
77.642448,100,110.785024
77.989543,100,110.888951
77.989543,100,110.993877
77.989543,100,111.096804
77.520436,100,111.197735
77.037057,100,111.298663
77.989543,100,112.854567
77.989543,100,112.959493
77.989543,100,113.062422
77.989543,100,113.168348
77.672047,100,113.269276
77.449718,100,113.370205
77.989543,100,113.477129
77.672047,100,113.578059
77.885705,100,113.678987
77.989543,100,113.782915
77.989543,100,113.88684
78.054059,100,113.989769
77.989543,100,114.092697
77.369877,100,114.196622
78.054059,100,114.298553
77.989543,100,114.399479
78.054059,100,114.511401
77.989543,100,114.61233
77.989543,100,114.713259
77.042641,100,114.815189
77.172399,100,114.918116
77.403197,100,116.482015
77.989543,100,116.584943
77.672047,100,116.686871
77.672047,100,116.790798
77.810469,100,116.894723
78.054059,100,116.998651
77.209647,100,117.103576
78.054059,100,117.208503
77.385202,100,117.315428
77.687372,100,117.419353
77.672047,100,117.535274
77.989543,100,117.6372
77.736564,100,117.738129
77.989543,100,117.840059
76.406345,100,117.940986
78.054059,100,118.043914
78.054059,100,118.148843
77.989543,100,118.250768
77.736564,100,118.352699
77.989543,100,118.456624
78.054059,100,120.026518
78.054059,100,120.129447
77.736564,100,120.232373
77.539086,100,120.334302
77.989543,100,120.436232
77.217433,100,120.542156
77.223488,100,120.645083
77.989543,100,120.751008
77.628333,100,120.852936
77.989543,100,120.954866
78.153321,100,121.057793
77.989543,100,121.161719
77.989543,100,121.265647
77.989543,100,121.367576
77.989543,100,121.482494
76.96457,100,121.582423
77.989543,100,121.683352
78.118576,100,121.785281
77.152482,100,121.886211
77.213922,100,121.986138
78.054059,100,122.089067
77.989543,100,123.638977
76.929623,100,123.741903
77.687372,100,123.843831
77.989543,100,123.943761
78.054059,100,124.047689
78.118576,100,124.150617
77.013516,100,124.254543
77.989543,100,124.357469
78.118576,100,124.464396
77.354552,100,124.564325
77.989543,100,124.668251
77.209647,100,124.770179
77.989543,100,124.870109
77.040582,100,124.971039
77.989543,100,125.074965
77.27438,100,125.174895
76.985834,100,125.275823
77.47457,100,125.382749
76.921318,100,125.49267
78.054059,100,125.594599
76.971994,100,127.160497
77.989543,100,127.263427
77.220244,100,127.363355
77.369877,100,127.46828
78.054059,100,127.56921
77.801081,100,127.67114
77.989543,100,127.774064
77.736564,100,127.875994
78.054059,100,127.976923
77.816406,100,128.07985
77.989543,100,128.184775
77.209647,100,128.285706
78.118576,100,128.386633
77.344812,100,128.501553
77.274164,100,128.602484
77.751889,100,128.710407
77.707917,100,128.810335
76.443593,100,128.914263
77.413386,100,129.014194
78.118576,100,129.116122
77.687372,100,129.222046
78.054059,100,130.797936
78.183093,100,130.902863
77.989543,100,131.00479
77.687372,100,131.10772
77.751889,100,131.214642
77.81713,100,131.318569
77.989543,100,131.418499
77.989543,100,131.522426
77.989543,100,131.623355
76.902749,100,131.726282
76.901541,100,131.831209
77.334215,100,131.936135
76.905993,100,132.040062
77.672047,100,132.144989
77.989543,100,132.248916
78.054059,100,132.351842
78.054059,100,132.468763
77.989543,100,132.575684
77.84027,100,132.681611
78.118576,100,132.785537
77.84027,100,134.343441
77.369877,100,134.453362
77.687372,100,134.554292
77.223488,100,134.657221
77.751889,100,134.759148
77.989543,100,134.860076
76.905993,100,134.961006
77.354552,100,135.062933
78.079588,100,135.163863
77.687372,100,135.266791
77.220244,100,135.367718
77.274164,100,135.478641
77.687372,100,135.580569
77.989543,100,135.683498
77.672047,100,135.784428
77.539086,100,135.887353
78.118576,100,135.989281
77.736564,100,136.089211
77.209647,100,136.192141
77.989543,100,136.297064
77.989543,100,136.400991
77.113359,100,137.960896
78.054059,100,138.063821
77.989543,100,138.164752
77.687372,100,138.266681
78.054059,100,138.370606
77.989543,100,138.475532
77.989543,100,138.57746
77.329527,100,138.677391
77.755961,100,138.77832
77.989543,100,138.880246
77.672047,100,138.982175
78.054059,100,139.085103
77.491241,100,139.18703
77.820478,100,139.28996
77.124554,100,139.390889
76.574657,100,139.500811
77.736564,100,139.605736
77.223488,100,139.709663
78.054059,100,139.81359
77.989543,100,139.918525
77.736564,100,141.489409
76.364097,100,141.589339
77.086789,100,141.692267
77.989543,100,141.796195
77.801081,100,141.900123
76.642101,100,142.002051
77.223488,100,142.102978
77.006555,100,142.204906
77.989543,100,142.305835
77.989543,100,142.410761
76.941863,100,142.520684
77.539086,100,142.620614
77.989543,100,142.721542
77.223488,100,142.828467
77.989543,100,142.937393
77.989543,100,143.039319
77.287718,100,143.140247
77.279449,100,143.242177
78.054059,100,143.341107
78.054059,100,143.452029
76.653966,100,143.554957
77.989543,100,145.119855
78.054059,100,145.222783
77.989543,100,145.32072
78.118576,100,145.419644
76.73434,100,145.520573
76.971994,100,145.617504
77.687372,100,145.715436
77.687372,100,145.812366
77.901181,100,145.910297
77.209647,100,146.007229
78.054059,100,146.105161
77.322823,100,146.203094
77.354552,100,146.301025
77.672047,100,146.399953
77.354552,100,146.501881
78.054059,100,146.599815
76.776409,100,146.698743
78.054059,100,146.796675
77.989543,100,146.893607
77.539086,100,146.993537
77.385202,100,148.499475
77.687372,100,148.599406
77.687372,100,148.698337
78.054059,100,148.79627
77.221591,100,148.8932
76.962221,100,148.99113
75.997556,100,149.089061
77.989543,100,149.187992
78.054059,100,149.286921
77.989543,100,149.384852
77.989543,100,149.496773
78.054059,100,149.596703
77.751889,100,149.695634
77.816406,100,149.794564
78.054059,100,149.892495
77.989543,100,149.992428
77.751889,100,150.091356
76.139525,100,150.189287
77.989543,100,150.288218
77.736564,100,150.386147
77.687372,100,150.488075
77.035026,100,151.995014
78.054059,100,152.093946
77.751889,100,152.191877
77.083031,100,152.288809
77.989543,100,152.386739
76.645345,100,152.490666
77.672047,100,152.590597
77.989543,100,152.689526
77.067706,100,152.786458
77.434394,100,152.884388
77.751889,100,152.983319
77.47457,100,153.082252
77.989543,100,153.180183
77.126287,100,153.277115
78.054059,100,153.374045
77.220244,100,153.474972
77.674034,100,153.574903
77.687372,100,153.674834
76.971994,100,153.772764
77.801081,100,153.870697
77.989543,100,155.396623
76.589982,100,155.506543
77.989543,100,155.605475
75.553709,100,155.703403
76.905993,100,155.802335
77.989543,100,155.899269
77.672047,100,155.997197
77.989543,100,156.096129
77.47457,100,156.194062
77.49891,100,156.290992
77.989543,100,156.389921
77.157074,100,156.497848
77.751889,100,156.596774
78.054059,100,156.696704
77.274164,100,156.794636
77.672047,100,156.892567
77.820478,100,156.990498
77.820478,100,157.088429
77.687372,100,157.187361
77.470263,100,157.284293
76.921318,100,157.383225
78.054059,100,158.945125
77.375354,100,159.044054
77.751889,100,159.141986
76.82676,100,159.239914
76.848967,100,159.338847
77.419069,100,159.438775
78.054059,100,159.536707
77.962459,100,159.638636
77.810469,100,159.738564
77.736564,100,159.836496
75.040788,100,159.934425
77.027316,100,160.033356
76.892152,100,160.132286
77.687372,100,160.23122
77.322823,100,160.330147
78.118576,100,160.428079
78.118576,100,160.530008
76.849135,100,160.629937
77.989543,100,160.730865
78.054059,100,160.830796
76.750211,100,162.343729
77.989543,100,162.447657
77.052382,100,162.547588
77.989543,100,162.645518
78.183093,100,162.743451
77.419069,100,162.843378
77.751889,100,162.944309
77.160694,100,163.044238
77.221591,100,163.143168
77.687372,100,163.243096
78.123359,100,163.342027
77.223488,100,163.443955
77.751889,100,163.544886
78.054059,100,163.643815
76.93454,100,163.741745
77.687372,100,163.841676
77.989543,100,163.938607
77.989543,100,164.03654
77.736564,100,164.13447
77.801081,100,164.232401
77.989543,100,164.329332
76.921318,100,165.853264
77.989543,100,165.956367
77.989543,100,166.05821
77.539086,100,166.156142
77.330888,100,166.254298
77.687372,100,166.352142
77.751889,100,166.455071
76.892152,100,166.554123
77.672047,100,166.653053
77.751889,100,166.752983
77.454939,100,166.853914
77.672047,100,166.953067
76.498956,100,167.053994
77.209647,100,167.155921
77.45856,100,167.259259
77.692849,100,167.364186
76.999262,100,167.471116
77.989543,100,167.571164
77.672047,100,167.672093
77.989543,100,167.775019
77.736564,100,169.303943
77.369877,100,169.402873
77.736564,100,169.504802
77.379266,100,169.604733
77.989543,100,169.703661
76.485115,100,169.803591
77.672047,100,169.903522
78.054059,100,170.001452
77.989543,100,170.101382
76.808791,100,170.201312
76.892152,100,170.301243
77.989543,100,170.401173
78.118576,100,170.507096
77.354552,100,170.607026
77.736564,100,170.707956
77.736564,100,170.807886
77.274164,100,170.907814
76.906947,100,171.007746
77.989543,100,171.107674
77.736564,100,171.206604
76.508109,100,171.305534
77.989543,100,172.827465
75.871751,100,172.927392
77.274164,100,173.026323
77.681436,100,173.128252
77.989543,100,173.226182
77.687372,100,173.325114
77.252035,100,173.427042
77.672047,100,173.537962
77.236916,100,173.636895
77.338681,100,173.736825
75.886013,100,173.835754
77.989543,100,173.935682
76.663887,100,174.035613
77.736564,100,174.134542
77.751889,100,174.234474
77.672047,100,174.332404
78.054059,100,174.434333
78.054059,100,174.539258
77.19674,100,174.63819
77.672047,100,174.737122
77.354552,100,176.245057
77.220244,100,176.344989
77.343463,100,176.445916
77.49891,100,176.543848
78.054059,100,176.644776
76.984494,100,176.743707
76.09581,100,176.841637
76.905442,100,176.941568
77.989543,100,177.040499
77.037057,100,177.139427
77.989543,100,177.238361
77.672047,100,177.336288
76.723797,100,177.435222
77.87038,100,177.543146
77.434394,100,177.641074
77.434394,100,177.740005
77.419069,100,177.837938
78.054059,100,177.936867
77.419832,100,178.037795
77.354552,100,178.135728
77.989543,100,178.233657
77.354552,100,179.751589
77.835826,100,179.852518
77.687372,100,179.950452
77.736564,100,180.04938
77.672047,100,180.150309
77.354552,100,180.248241
77.989543,100,180.349168
77.672047,100,180.454095
76.905993,100,180.553024
76.894569,100,180.651958
75.920813,100,180.749886
78.054059,100,180.847817
77.989543,100,180.947748
77.950554,100,181.04768
77.672047,100,181.145609
77.692849,100,181.244538
77.288005,100,181.343468
77.989543,100,181.444398
76.96284,100,181.542328
77.736564,100,181.641258
77.672047,100,183.148199
77.47457,100,183.249127
76.668339,100,183.349058
78.054059,100,183.453983
77.265011,100,183.554911
77.989543,100,183.653844
78.054059,100,183.751775
77.209647,100,183.849707
76.136694,100,183.948634
74.743167,100,184.047565
76.668339,100,184.146496
78.054059,100,184.246426
77.751889,100,184.344357
77.801081,100,184.446285
77.354552,100,184.545215
77.508231,100,184.644146
77.384742,100,184.744076
77.989543,100,184.843005
77.037057,100,184.940935
77.539086,100,185.039867
77.687372,100,186.553802
77.7129,100,186.65473
77.052382,100,186.752661
77.904787,100,186.85259
77.687372,100,186.951524
76.743333,100,187.049451
77.989543,100,187.148381
77.687372,100,187.247313
77.102336,100,187.346243
77.989543,100,187.453167
77.081236,100,187.553099
77.989543,100,187.651028
77.060375,100,187.750959
77.989543,100,187.850889
77.989543,100,187.949818
76.892152,100,188.047749
75.848094,100,188.148678
77.672047,100,188.247608
77.989543,100,188.346538
77.736564,100,188.450466
77.672047,100,188.551396
75.29747,100,190.061333
77.672047,100,190.16226
77.989543,100,190.265189
78.054059,100,190.36512
77.157074,100,190.468045
77.989543,100,190.567985
77.170659,100,190.666904
77.672047,100,190.767833
77.989543,100,190.866765
77.373329,100,190.964696
77.989543,100,191.063625
77.751889,100,191.161558
77.672047,100,191.262486
77.476927,100,191.36142
78.054059,100,191.463348
78.054059,100,191.562276
77.672047,100,191.661208
77.672047,100,191.760137
77.751889,100,191.859068
78.054059,100,191.956997
77.989543,100,193.483923
77.722002,100,193.584854
77.223488,100,193.683781
77.751889,100,193.782711
77.449718,100,193.881644
77.27364,100,193.979576
77.687372,100,194.078505
77.037057,100,194.178434
78.054059,100,194.277365
77.672047,100,194.376297
77.989543,100,194.480223
77.989543,100,194.579152
77.989543,100,194.679081
77.989543,100,194.777013
77.672047,100,194.875942
77.687372,100,194.974874
77.687372,100,195.073803
77.672047,100,195.172735
77.989543,100,195.271665
77.989543,100,195.372593
76.694674,100,195.475519
77.989543,100,196.994452
77.385202,100,197.094381
77.411399,100,197.193311
76.610527,100,197.292242
77.707917,100,197.392172
77.989543,100,197.501095
77.736564,100,197.604022
77.989543,100,197.703953
77.284761,100,197.800886
78.054059,100,197.897815
77.334215,100,197.996745
76.505228,100,198.095676
77.473845,100,198.19361
77.354552,100,198.291538
77.793411,100,198.389468
77.989543,100,198.493395
78.183093,100,198.594324
77.989543,100,198.693257
77.751889,100,198.792187
77.223488,100,198.890116
78.054059,100,200.398054
77.539086,100,200.500982
77.989543,100,200.598913
77.409328,100,200.697845
77.736564,100,200.794776
77.449718,100,200.892706
77.419069,100,200.991638
77.215054,100,201.089569
77.989543,100,201.187502
76.233002,100,201.286432
76.494269,100,201.384362
75.719061,100,201.487287
77.681436,100,201.586219
