approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
5.298843e-06,0.0,100.0,64.73261513,0.0045989155769348145,586,370,0.112862274,-6.7076166e-05,757760,1291.8656005859375,757760,34.458218
3.1304306e-05,0.00024414062,100.0,64.80039047,0.004817545413970947,580,380,0.117599584,-0.00011947614,778240,1326.7850198745728,778240,36.058067
3.1098934e-05,0.00048828125,100.0,64.50944566999999,0.004772305488586426,591,390,0.12654485,-0.00018607461,798720,1361.5815238952637,798720,35.8476
9.729984e-05,0.0009765625,100.0,64.24830165,0.0048941969871521,585,400,0.20137224,-0.00040917346,819200,1396.2709982395172,819200,35.583675
0.0003268585,0.0072021484,100.0,63.74434050000001,0.004489302635192871,569,410,0.25101086,-0.0008799302,839680,1431.8848917484283,839680,33.892067
0.0004767422,0.007080078,100.0,64.22987894,0.004736542701721191,570,420,0.14145283,-0.0008399809,860160,1467.6227352619171,860160,33.859543
2.6651614e-05,0.0,100.0,64.59579963,0.004803061485290527,573,430,0.14968859,-0.00019098728,880640,1503.5484459400177,880640,35.60614
2.7124075e-05,0.00048828125,100.0,64.42985974999999,0.004648089408874512,578,440,0.19984077,-0.00017731957,901120,1539.6270480155945,901120,35.716087
0.00018155648,0.0041503906,100.0,64.56332644,0.004730165004730225,563,450,0.15066898,-0.0004686766,921600,1575.9314913749695,921600,35.583523
6.167878e-05,0.00024414062,100.0,64.58437767000001,0.004553020000457764,540,460,0.106473,-0.00028063197,942080,1612.3778364658356,942080,34.75387
1.6440881e-05,0.00024414062,100.0,64.86818033,0.0045732855796813965,590,470,0.07150254,-0.00016874651,962560,1649.1856832504272,962560,34.76145
6.2072736e-06,0.0,100.0,64.89919309000001,0.004708588123321533,546,480,0.067046545,-1.2892138e-05,983040,1684.806164264679,983040,36.139034
