# {"t_start": 1546863216.6860743, "env_id": "OneShotGo-v0"} 
r,l,t
61.816043,100,3846.322312
61.689152,100,3851.494861
61.197751,100,3856.962362
61.162205,100,3862.648554
60.597474,100,3868.115452
60.967172,100,3873.550574
61.629173,100,3879.918119
59.427246,100,3885.632245
62.043591,100,3891.247698
62.056708,100,3898.287173
61.689152,100,3903.646481
61.929817,100,3909.228649
61.334977,100,3914.456339
61.448487,100,3919.80209
61.702269,100,3925.567201
61.458598,100,3930.82531
61.731435,100,3936.194219
61.446348,100,3941.725952
61.334977,100,3947.124721
60.62071,100,3952.274851
60.57379,100,3957.454477
62.043591,100,3963.02727
61.575378,100,3968.204982
61.942933,100,3973.574302
61.702269,100,3978.919239
61.575378,100,3984.076218
61.543012,100,3989.402906
60.826991,100,3994.605798
61.829159,100,4000.077919
60.277897,100,4006.720372
61.321597,100,4011.92749
60.852334,100,4017.361428
60.980472,100,4022.926306
61.429238,100,4028.337978
61.702269,100,4033.704574
60.979224,100,4039.145591
61.829159,100,4044.688112
61.371072,100,4049.916472
60.957086,100,4055.510256
61.816043,100,4060.746345
61.722515,100,4065.940304
60.54903,100,4071.186664
61.529896,100,4076.438609
61.702269,100,4081.732332
61.702269,100,4087.073506
61.549145,100,4092.26521
61.816777,100,4097.459772
60.831991,100,4102.677149
60.703569,100,4107.904675
60.453477,100,4113.141231
60.511411,100,4119.801042
60.952493,100,4125.344554
61.435371,100,4130.854131
60.97612,100,4136.278209
60.849375,100,4141.820094
61.210868,100,4147.340958
60.668386,100,4152.708685
60.46017,100,4158.265287
61.702269,100,4163.44602
61.448487,100,4169.147213
61.897451,100,4174.630792
60.814455,100,4179.771762
61.816043,100,4185.421054
59.360487,100,4191.772412
60.472251,100,4197.015738
61.812939,100,4202.636698
61.689152,100,4207.80569
61.585391,100,4212.924562
61.575378,100,4218.02709
60.673582,100,4223.171181
61.942933,100,4230.216754
61.39865,100,4235.399329
61.099309,100,4240.576791
60.53884,100,4246.218488
60.538756,100,4251.48747
60.921352,100,4256.880382
61.083987,100,4262.072964
61.689152,100,4267.384498
59.707208,100,4272.914985
61.233005,100,4278.198048
59.717019,100,4283.675673
61.816043,100,4288.897941
61.702269,100,4294.14279
61.702367,100,4299.350844
61.142927,100,4304.596037
60.332918,100,4309.858295
62.056708,100,4315.623643
61.334528,100,4320.940481
59.452783,100,4326.367766
61.366199,100,4331.535708
61.128963,100,4336.823944
61.702269,100,4343.620703
60.994299,100,4348.768859
60.48559,100,4354.166576
61.056394,100,4359.527991
61.829159,100,4364.749598
62.056708,100,4369.882285
61.606675,100,4375.129255
61.173425,100,4380.306484
61.461867,100,4385.64615
61.689152,100,4390.891057
60.224728,100,4396.086387
61.575378,100,4401.313558
60.690287,100,4406.535119
61.562262,100,4411.716227
60.703362,100,4416.833287
60.704162,100,4421.94408
60.496276,100,4427.039005
61.448487,100,4432.197817
60.963483,100,4437.290771
60.38108,100,4442.432413
60.239074,100,4449.514925
61.429238,100,4454.97453
60.518487,100,4460.552622
61.288002,100,4466.028171
61.077064,100,4471.452579
61.816043,100,4476.767445
61.942933,100,4482.419964
61.829159,100,4487.760529
60.845976,100,4493.724707
61.816043,100,4500.295498
60.912631,100,4505.679486
61.702269,100,4510.807298
60.952991,100,4515.967537
61.655697,100,4521.220221
61.125643,100,4526.372206
61.403497,100,4531.485608
61.702269,100,4536.572658
61.106115,100,4542.333204
60.555657,100,4547.751872
61.078793,100,4553.215225
61.258441,100,4558.782065
61.942933,100,4566.026958
61.53663,100,4571.423958
61.009883,100,4576.733917
60.59301,100,4582.454895
61.429238,100,4587.787882
60.602934,100,4593.194849
59.842269,100,4598.368611
61.22849,100,4603.688595
60.481765,100,4608.871384
60.852334,100,4614.062481
62.056708,100,4619.242676
60.937837,100,4624.43427
61.318988,100,4629.554349
61.562262,100,4634.769413
61.962917,100,4639.873116
61.114715,100,4644.968026
62.043591,100,4650.069622
61.689349,100,4655.151875
61.829159,100,4660.269133
61.680881,100,4665.431279
61.942933,100,4672.060019
61.802926,100,4677.376163
61.816043,100,4682.521503
61.587839,100,4687.608227
61.210868,100,4692.7421
60.927628,100,4697.833933
61.942933,100,4702.985698
61.562867,100,4708.063164
61.236989,100,4713.150432
61.942933,100,4718.329426
61.099593,100,4723.823509
61.929817,100,4729.532702
61.103045,100,4735.078906
61.575378,100,4742.098078
61.65752,100,4749.19429
61.556129,100,4754.613256
61.304184,100,4760.644537
60.963789,100,4766.566188
61.103045,100,4772.420111
61.702269,100,4778.578693
60.874758,100,4784.305065
61.539668,100,4792.583465
61.218337,100,4798.711341
61.942933,100,4806.717677
60.406035,100,4815.597064
61.207384,100,4822.453122
61.448487,100,4829.003184
61.106115,100,4835.355602
61.702269,100,4841.500837
60.777576,100,4848.764482
61.585893,100,4855.529594
61.448487,100,4861.75798
61.283098,100,4867.853307
61.575378,100,4874.207376
61.829159,100,4880.551881
60.312558,100,4886.931956
60.640025,100,4893.252603
61.429238,100,4899.808763
